Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Duration_Hr,Duration_Min,Total_Rating
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8:40,1,13555,8,40,10
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5:30,1,10844,5,30,8
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1,13587,12h,30,8
SpiceJet,12/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2:15,0,3543,2,15,8
Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2:15,0,4842,2,15,8
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,3943,2,50,8
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,4:25,9:10,1,10577,9,10,8
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10:25,1,6979,10,25,4
Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,11982,2,20,7
SpiceJet,6/6/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4:30,1,5264,4,30,6
Vistara,3/3/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3:10,0,8001,3,10,8
Air India,1/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23:30,2,10651,23,30,6
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50,27:20:00,1,10844,27,20,8
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:20,12:35,1,6601,12,35,7
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15,24:15:00,1,6587,24,15,9
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1:20,0,3173,1,20,6
Air India,9/5/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,5228,2,45,9
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,5769,3h,30,7
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1,14714,11h,30,10
Jet Airways,3/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,13:30,2,13014,13,30,6
IndiGo,3/6/2019,Banglore,Delhi,BLR → DEL,22:10,1:00,2:50,0,3359,2,50,9
GoAir,3/3/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2:55,0,6722,2,55,9
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,2:45,0,4462,2,45,7
IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → COK,4:55,16:10,11:15,1,6171,11,15,6
Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,14:35,2,12303,14,35,7
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,1:35,13:55,1,7695,13,55,10
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,1:30,14:05,1,5684,14,5,8
Air India,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,7:55,15:05,1,8366,15,5,10
Air India,1/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2:15,0,19630,2,15,8
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,5:05,15h,1,13502,15h,30,10
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12:55,1,14781,12,55,8
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1,6513,9h,30,8
Air India,1/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12:15,1,9929,12,15,9
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,1:30,7:40,2,18275,7,40,9
Air India,9/4/2019,Delhi,Cochin,DEL → MAA → COK,6:05,9:25,27:20:00,1,4487,27,20,6
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1:25,0,2754,1,25,6
Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,1:20,0,2575,1,20,8
SpiceJet,12/6/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5:30,1,8224,5,30,9
Air India,9/3/2019,Delhi,Cochin,DEL → BLR → COK,20:30,8:15,11:45,1,8991,11,45,5
IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3:15,0,5000,3,15,6
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24:55:00,1,8529,24,55,8
Air India,3/3/2019,Delhi,Cochin,DEL → MAA → COK,6:05,9:25,27:20:00,1,14042,27,20,7
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,4030,2,55,8
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17:05,1,10844,17,5,8
IndiGo,6/5/2019,Kolkata,Banglore,CCU → BLR,21:25,0:05,2:40,0,4804,2,40,8
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,1:30,8h,1,7308,8h,30,8
IndiGo,12/5/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,4823,3h,30,8
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,9:00,12:35,27:35:00,1,10262,27,35,5
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,4:25,7:30,1,12898,7,30,10
Air India,12/3/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20,22:55,2,12778,22,55,8
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,13:20,8:35,1,14871,8,35,8
Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15,29:55:00,2,8708,29,55,8
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22:15,1,10844,22,15,6
SpiceJet,6/3/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:05,1:20,0,4129,1,20,6
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,0:05,2:40,0,4804,2,40,8
Jet Airways,6/5/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,0,7229,3h,30,10
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,19:10,12:10,1,7832,12,10,7
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,9:30,12:05,2:35,0,3859,2,35,8
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11:45,1,9001,11,45,8
Vistara,9/5/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,4878,2,35,6
IndiGo,3/5/2019,Mumbai,Hyderabad,BOM → HYD,2:35,4:05,1:30,0,2754,1,30,8
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,2:40,0,4668,2,40,8
Air Asia,12/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,5216,2,35,7
Jet Airways,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,4:25,22:55,2,10368,22,55,8
IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,6:40,21:20,14:40,2,8146,14,40,8
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,4:25,15:25,1,12242,15,25,6
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,15:15,7:15,1,9134,7,15,7
Air India,6/6/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,9:25,20:10,2,10939,20,10,9
Air India,6/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,7:40,20:45,2,11753,20,45,6
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,4174,2,30,9
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23:50,1,10844,23,50,8
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27h,1,14714,27h,30,5
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5:30,1,9899,5,30,8
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,9:10,21:00,11:50,1,14871,11,50,8
IndiGo,6/3/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2:15,0,7295,2,15,9
Air India,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24:30:00,2,13465,24,30,8
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,3543,2,20,8
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,1:30,6:30,1,7198,6,30,8
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,4:25,20:25,1,10262,20,25,7
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2:35,0,4148,2,35,6
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,8016,2,55,7
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,4:25,5:35,1,10262,5,35,9
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2:30,0,3841,2,30,8
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → MAA → DEL,9:45,0:30,14:45,1,11507,14,45,7
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,12:20,1,14781,12,20,9
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30:00,1,16079,25,30,10
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,4:25,5:35,1,12898,5,35,8
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11:45,1,15353,11,45,8
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2:55,0,7303,2,55,8
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5:40,1,6197,5,40,8
Air India,9/6/2019,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:15,4:05,1,8996,4,5,10
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1,6528,8h,30,8
GoAir,9/4/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,4239,2,45,8
IndiGo,12/3/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2:40,0,4148,2,40,8
SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,3971,2,55,8
Air Asia,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,15:55,1,5192,15,55,7
Jet Airways,9/4/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23:10,2,9483,23,10,9
Jet Airways,3/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7:20,2,18804,7,20,5
Air India,18/06/2019,Delhi,Cochin,DEL → COK,5:10,8:00,2:50,0,5201,2,50,8
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,16079,7,30,4
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,7229,3h,30,8
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,1:30,7:45,1,6795,7,45,6
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,10:55,25:20:00,1,10953,25,20,6
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,1:30,10:25,2,15965,10,25,10
Air India,9/4/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30:20:00,2,9968,30,20,9
IndiGo,6/6/2019,Kolkata,Banglore,CCU → BLR,22:15,0:50,2:35,0,4804,2,35,8
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,16079,9h,30,8
Jet Airways,12/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35,15:10,2,11507,15,10,10
Air India,9/6/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,13:45,28:20:00,2,11542,28,20,10
Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,7229,3h,30,10
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2:45,0,4544,2,45,7
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4:55,1,6496,4,55,9
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,0:05,2:40,0,4804,2,40,10
Air India,1/3/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,9:15,22:10,1,13439,22,10,4
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,4:25,10:10,1,6540,10,10,4
IndiGo,1/6/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,4591,2,50,6
IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4:20,1,4437,4,20,7
Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,7:10,11h,1,6151,11h,30,7
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,7754,3h,30,6
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35,22:35,1,10262,22,35,8
Jet Airways,9/6/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:05,0,8016,3,5,8
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,6:55,9:35,2:40,0,4781,2,40,8
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,4668,2,50,8
Air India,6/3/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,8:55,21:05,1,14594,21,5,8
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,4:45,11:50,1,14231,11,50,6
Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,5:15,6:50,25:35:00,1,8425,25,35,9
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:05,22:30,15:25,1,9646,15,25,9
IndiGo,3/3/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2:25,0,7295,2,25,9
Air Asia,9/4/2019,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,3:40,1,5162,3,40,7
IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2:55,0,6860,2,55,8
Vistara,15/04/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3:10,0,6216,3,10,8
Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,19:25,11:50,1,5192,11,50,8
IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2:50,0,4823,2,50,8
SpiceJet,3/4/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2:50,0,3919,2,50,8
IndiGo,3/6/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1:30,0,2754,1,30,7
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11:30,1,9315,11,30,6
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,18:50,8:50,1,11667,8,50,7
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,4:40,20:15,1,6224,20,15,7
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,9:25,5:35,20:10,2,13349,20,10,7
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,9:00,16:05,1,11087,16,5,8
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,1:35,12:35,1,15603,12,35,8
Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:05,2,15129,17,5,10
IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,4823,3h,30,6
Vistara,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:40,15:30,1,8452,15,30,8
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11:30,1,12524,11,30,8
SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,3384,2,20,9
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23:45,1,10262,23,45,6
SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,1965,1,30,9
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,22:15,0:50,2:35,0,4804,2,35,8
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24:45:00,1,16079,24,45,9
Jet Airways,1/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00,21:35,2,13292,21,35,8
Air Asia,9/5/2019,Delhi,Cochin,DEL → BLR → COK,7:55,13:25,5:30,1,6751,5,30,7
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12:15,1,8669,12,15,10
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,1:35,8:05,1,14871,8,5,8
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,12898,5h,30,8
SpiceJet,6/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2:50,0,3919,2,50,8
Multiple carriers,1/3/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6:25,1,36983,6,25,10
IndiGo,3/6/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,3597,2,20,7
Air India,9/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2:45,0,10741,2,45,6
Air India,6/6/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,5:35,12:45,2,11432,12,45,6
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:45,15:50,1,11087,15,50,6
Jet Airways,3/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,12:35,27h,2,13292,27h,30,8
Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,7:40,26:25:00,3,10493,26,25,9
GoAir,9/3/2019,Banglore,New Delhi,BLR → DEL,7:45,10:40,2:55,0,7631,2,55,8
Air India,6/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,6:50,7:40,24:50:00,2,13381,24,50,6
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,4:40,8:40,1,13731,8,40,6
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,5:55,7:40,25:45:00,2,11911,25,45,8
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,4591,2,50,7
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6:15,1,14848,6,15,7
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10:30,1,8266,10,30,4
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15,26h,2,12392,26h,30,4
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17:05,1,13044,17,5,8
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,7:05,4:25,21:20,1,12898,21,20,8
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:50,4:25,5:35,1,12242,5,35,8
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2:50,0,3943,2,50,9
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:10,25:50:00,1,11105,25,50,10
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,9:20,12:10,1,14388,12,10,8
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:05,2,13014,17,5,7
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,8:30,1,15411,8,30,9
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,19:45,18:50,23:05,1,16289,23,5,8
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,6:50,16:10,9:20,1,6442,9,20,10
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,7:55,1,10844,7,55,8
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,5678,1,30,8
IndiGo,12/4/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,6906,2,50,10
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2:15,0,3543,2,15,7
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1,14714,10h,30,4
Vistara Premium economy,3/3/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2:35,0,11793,2,35,6
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7:45,1,14323,7,45,8
SpiceJet,9/4/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,3971,2,55,6
Vistara,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40,26:20:00,1,8452,26,20,6
Vistara,12/4/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,2:40,0,5403,2,40,7
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1,13727,11h,30,8
Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,5:25,19:25,2,12639,19,25,6
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,5198,2,55,5
Vistara,1/6/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,4878,2,45,7
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23:15,1,12373,23,15,8
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1,8552,9h,30,9
Vistara,21/04/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3:10,0,6741,3,10,9
Multiple carriers,9/4/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6:25,1,6481,6,25,7
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8:40,1,7354,8,40,10
Air India,21/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,5228,2,50,10
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,12:20,1,10844,12,20,8
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,5:20,1,6347,5,20,8
Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,8:15,12:15,4h,1,5013,4h,30,6
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,4:40,9:45,1,9663,9,45,10
IndiGo,6/4/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2:55,0,4823,2,55,7
Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15,26:20:00,2,13381,26,20,5
SpiceJet,1/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2:15,0,3543,2,15,5
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,4:40,9:45,1,9663,9,45,8
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24:55:00,1,7064,24,55,6
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11:55,1,10262,11,55,8
Air India,1/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8:20,2,13013,8,20,7
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17:25,2,15339,17,25,10
GoAir,18/04/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2:50,0,4937,2,50,10
IndiGo,6/6/2019,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,7:05,1,6818,7,5,8
Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21:15,2,10441,21,15,9
Jet Airways,3/4/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,5177,5h,30,9
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2:25,0,3858,2,25,8
IndiGo,18/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,2:15,5:15,1,6534,5,15,10
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,1:30,15:10,1,6795,15,10,9
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11:45,1,9736,11,45,8
Jet Airways,1/5/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,7229,3h,30,8
SpiceJet,24/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4:55,1,4957,4,55,6
IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,6:00,8:45,2:45,0,7648,2,45,8
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2:30,0,3873,2,30,7
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,4:40,9:45,1,14388,9,45,8
IndiGo,6/3/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2:40,0,5618,2,40,6
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,19:00,1:30,6:30,1,7408,6,30,9
Air Asia,3/3/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,5:30,1,13774,5,30,8
Vistara,3/5/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,2:40,0,4668,2,40,8
Jet Airways,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,4:25,34:05:00,2,13082,34,5,7
Air India,3/6/2019,Delhi,Cochin,DEL → BOM → COK,3:50,19:15,15:25,1,8669,15,25,6
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,1:30,9:30,1,6316,9,30,7
Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,22:20,4:25,6:05,1,12583,6,5,8
Vistara,9/3/2019,Banglore,New Delhi,BLR → DEL,16:10,18:50,2:40,0,7923,2,40,6
GoAir,3/3/2019,Delhi,Cochin,DEL → BOM → COK,7:00,12:50,5:50,1,7378,5,50,8
Vistara,3/6/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,4878,2,45,8
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50,27:20:00,1,10844,27,20,10
Jet Airways,3/4/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,0,7229,3h,30,7
SpiceJet,21/05/2019,Delhi,Cochin,DEL → MAA → COK,6:05,11:20,5:15,1,6297,5,15,8
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,8529,16h,30,10
